RegistroANS;CNPJ;RazaoSocial;Modalidade;UF;Trimestre;Ano;ValorDespesas;cnpj_valido;valor_positivo;razao_social_nao_vazia;erros
317233;42160192000143;FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL;Autogestão;PE;1;2025;73729480.32;1;1;1;
313751;73162760000179;UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO;Cooperativa odontológica;SP;1;2025;9344133.73;1;1;1;
316148;41781949000153;UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS;Cooperativa Médica;MG;1;2025;50057594.62;1;1;1;
312851;03315918000118;UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MS;1;2025;301693234.82;1;1;1;
313149;52657079000121;UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;2180741.77;1;1;1;
315583;15215452000168;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB;Autogestão;BA;1;2025;11901734.35;1;1;1;
316881;66343559000122;UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;1;2025;46532326.57;1;1;1;
314242;00840048000108;UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;11387221.89;1;1;1;
317632;62635990000191;ASSOCIACAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DE SAO PAULO;Autogestão;SP;1;2025;89170095.57;1;1;1;
315478;62465117000106;FUNDAÇÃO CESP;Autogestão;SP;1;2025;422956429.87;1;1;1;
314781;68204486000113;UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;9945343.15;1;1;1;
314587;66343534000129;UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;1;2025;11659902.99;1;1;1;
316458;41511429000120;UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PI;1;2025;6654769.02;1;1;1;
334511;01773319000112;UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;Cooperativa Médica;SP;1;2025;3558328.1;1;1;1;
334847;37652765000116;UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica;GO;1;2025;5515591.85;1;1;1;
335789;13086566000120;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE;Autogestão;SE;1;2025;8912861.49;1;1;1;
337498;00946953000147;UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RJ;1;2025;23952874.55;1;1;1;
333239;01672007000112;SISTEMA PREVSAUDE DENTAL LTDA;Odontologia de Grupo;CE;1;2025;327877.36;1;1;1;
335215;00111826000128;UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;RJ;1;2025;56805736.98;1;1;1;
331872;60214517000105;UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SP;1;2025;215040711.71;1;1;1;
333051;74466137000172;UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;78066955.42;1;1;1;
336467;08315806000180;UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PB;1;2025;7370277.06;1;1;1;
333689;57746455000178;MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.;Medicina de Grupo;SP;1;2025;363308049.22;1;1;1;
335517;65276354000109;UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;1;2025;27586214.64;1;1;1;
335592;08380701000105;UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO;Cooperativa Médica;RN;1;2025;299734777.86;1;1;1;
335614;31466949000105;SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A;Medicina de Grupo;ES;1;2025;345032702.53;1;1;1;
337188;21490586000190;COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE;Cooperativa Médica;MG;1;2025;92982196.67;1;1;1;
336017;00172586000171;UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA;Cooperativa odontológica;SP;1;2025;947877.20;1;1;1;
334154;48721401000167;UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SP;1;2025;30966921.75;1;1;1;
335690;46124624000111;UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;923844586.96;1;1;1;
337561;86483542000188;UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;MG;1;2025;5641534.23;1;1;1;
334561;82624776000147;UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SC;1;2025;239081055.09;1;1;1;
335100;45100138000109;UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;448501498.21;1;1;1;
335258;23725062000166;UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA;Cooperativa odontológica;CE;1;2025;5628714.22;1;1;1;
336831;79115762000193;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;Filantropia;PR;1;2025;34333309.11;1;1;1;
333808;52852100000140;IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO;Filantropia;SP;1;2025;14566500.35;1;1;1;
335541;92128610000193;UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;1;2025;23947112.27;1;1;1;
331651;25910449000118;UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.;Cooperativa Médica;MG;1;2025;36739413.09;1;1;1;
337374;05657234000120;UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA;Cooperativa Médica;RO;1;2025;82537167.35;1;1;1;
331988;39419809000198;PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE;Autogestão;RJ;1;2025;140352163.26;1;1;1;
333867;89761670000134;ASSOCIAÇAO UNISAUDE MARAU;Medicina de Grupo;RS;1;2025;5039987.52;1;1;1;
336106;66872888000160;UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;118770069.30;1;1;1;
334243;58702853000155;UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;1;2025;1816554.71;1;1;1;
333662;15395999000192;UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA;Cooperativa Médica;MS;1;2025;64556993.27;1;1;1;
335479;29135795000127;UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.;Cooperativa Médica;RJ;1;2025;123120657.41;1;1;1;
335754;14799035000147;ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;Autogestão;BA;1;2025;28802240.40;1;1;1;
336858;81710543000102;UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;PR;1;2025;1979339888.17;1;1;1;
335657;02041808000142;ADVANCE PLANOS DE SAÚDE LTDA;Medicina de Grupo;SP;1;2025;6611832.81;1;1;1;
333875;23278898000160;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS;Filantropia;MG;1;2025;14148428.74;1;1;1;
343404;37496767000163;UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA;Cooperativa odontológica;MT;1;2025;460409.40;1;1;1;
339679;02812468000106;UNIMED NACIONAL - COOPERATIVA CENTRAL;Cooperativa Médica;SP;1;2025;2896548825.54;1;1;1;
340952;24449225000198;UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;PE;1;2025;104917086.28;1;1;1;
342033;02403281000159;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA;Medicina de Grupo;ES;1;2025;206080753.76;1;1;1;
343765;00342481000113;UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;GO;1;2025;8901256.83;1;1;1;
344141;02314168000105;UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PB;1;2025;5273070.97;1;1;1;
338648;77375897000162;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;Autogestão;PR;1;2025;61664965.10;1;1;1;
340251;80653975000158;UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SC;1;2025;31286234.62;1;1;1;
342556;87547444000120;ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI;Filantropia;RS;1;2025;57045378.01;1;1;1;
343463;15594468000129;PLAMED PLANO DE ASSISTENCIA MEDICA LTDA;Medicina de Grupo;SE;1;2025;19429267.27;1;1;1;
344184;33601568000117;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME;Autogestão;GO;1;2025;1169155.97;1;1;1;
343722;01012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;MG;1;2025;5755894.16;1;1;1;
342131;01659087000176;UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;RO;1;2025;8512499.56;1;1;1;
343056;00531736000196;UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;SP;1;2025;1313440.49;1;1;1;
343269;75222224000147;UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PR;1;2025;342793864.61;1;1;1;
342343;47565155000139;UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO;Cooperativa Médica;SP;1;2025;35999543.11;1;1;1;
339458;35436658000125;DENTAL CENTER LTDA;Odontologia de Grupo;PB;1;2025;1141034.27;1;1;1;
342611;49320799000192;ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL;Autogestão;SP;1;2025;92423546.79;1;1;1;
343676;33721226000130;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA;Medicina de Grupo;RJ;1;2025;14778747.46;1;1;1;
337871;84313741000112;UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA;Cooperativa Médica;AC;1;2025;53296062.24;1;1;1;
339954;19878404000100;FUNDAÇÃO SÃO FRANCISCO XAVIER;Filantropia;MG;1;2025;219415622.55;1;1;1;
341819;00763923000103;UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;MG;1;2025;749489.23;1;1;1;
320820;00668790000188;CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE;Autogestão;RS;1;2025;13366635.25;1;1;1;
322571;78044815000160;UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PR;1;2025;44969157.48;1;1;1;
320251;37275625000176;UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO;Cooperativa Médica;GO;1;2025;66601834.23;1;1;1;
321931;29640612000120;CONFERÊNCIA SÃO JOSÉ DO AVAÍ;Filantropia;RJ;1;2025;10504229.99;1;1;1;
324213;09237009000195;UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL;Cooperativa Médica;PB;1;2025;1122798.07;1;1;1;
319384;87607149000111;UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;Cooperativa Médica;RS;1;2025;71362111.06;1;1;1;
320897;39210844000100;UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;RJ;1;2025;28035998.59;1;1;1;
319872;35908607000159;CAMIM OPERADORA DE PLANO DE SAÚDE LTDA;Medicina de Grupo;RJ;1;2025;1143068.51;1;1;1;
321125;24243925000121;UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA;Cooperativa odontológica;AL;1;2025;4820068.42;1;1;1;
323004;00012698000165;UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;SP;1;2025;6739741.72;1;1;1;
323926;25329079000120;UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;1;2025;27208977.73;1;1;1;
318388;74521188000150;UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;37737143.76;1;1;1;
320838;01647867000104;UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS;Cooperativa Médica;MG;1;2025;12516068.23;1;1;1;
323268;40853020000120;UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;PE;1;2025;117758420.67;1;1;1;
324159;57214900000159;UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;22547755.43;1;1;1;
321958;10395358000114;UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.;Cooperativa Médica;CE;1;2025;88585058.24;1;1;1;
319422;51473692000126;IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA;Filantropia;SP;1;2025;20920574.61;1;1;1;
000884;04463083000106;ITAUSEG SAÚDE S.A.;Seguradora Especializada em Saúde;SP;1;2025;82496679.61;1;1;1;
000477;;;;;1;2025;126418012.35;0;1;0;cnpj_invalido,razao_social_vazia
005711;92693118000160;BRADESCO SAÚDE S.A.;Seguradora Especializada em Saúde;RJ;1;2025;11704703912.18;1;1;1;
000701;04487255000181;UNIMED SEGUROS SAÚDE S/A;Seguradora Especializada em Saúde;SP;1;2025;1392803029.08;1;1;1;
000515;04439627000102;ALLIANZ SAÚDE S/A;Seguradora Especializada em Saúde;SP;1;2025;10901022.77;1;1;1;
000582;04540010000170;PORTO SEGURO - SEGURO SAÚDE S/A;Seguradora Especializada em Saúde;SP;1;2025;1455517496.25;1;1;1;
325465;20946877000187;AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA;Medicina de Grupo;MG;1;2025;8953000.41;1;1;1;
329886;72783970000111;UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;26601505.08;1;1;1;
330809;31787625000179;FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST;Autogestão;ES;1;2025;29234142.76;1;1;1;
325031;67417519000140;UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;30811957.89;1;1;1;
327689;12442737000143;UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;AL;1;2025;284545296.06;1;1;1;
331341;60633369000163;UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;60726137.60;1;1;1;
324493;69259356000140;S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL;Autogestão;SP;1;2025;54594980.07;1;1;1;
327468;66916305000156;UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;SP;1;2025;6188218.35;1;1;1;
328308;00552181000169;UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO;Cooperativa Médica;SP;1;2025;10706354.01;1;1;1;
330264;29290152000158;UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.;Cooperativa Médica;RJ;1;2025;40479336.99;1;1;1;
326755;78613841000161;ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA;Filantropia;PR;1;2025;56745374.29;1;1;1;
330892;02903477000102;ASSOCIAÇÃO SAÚDE CONCEIÇÃO;Medicina de Grupo;SC;1;2025;7692776.98;1;1;1;
324345;97388490000187;UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;BA;1;2025;42722340.75;1;1;1;
327352;66453168000160;UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;MG;1;2025;9815246.14;1;1;1;
329339;82996703000186;UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA;Cooperativa Médica;SC;1;2025;113091869.53;1;1;1;
324523;40960189000189;UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO;Cooperativa Médica;PB;1;2025;190.4;1;1;1;
325236;66854779000110;ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA;Medicina de Grupo;SP;1;2025;22391443.44;1;1;1;
326305;29309127000179;AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A.;Medicina de Grupo;SP;1;2025;6235492926.90;1;1;1;
327557;83937631000169;CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC;Autogestão;SC;1;2025;29834612.24;1;1;1;
330281;09306242000182;ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP;Autogestão;PB;1;2025;12794820.55;1;1;1;
325082;34063123000193;UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;BA;1;2025;5457657.75;1;1;1;
418072;13223975000120;CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A;Seguradora Especializada em Saúde;SP;1;2025;707427.06;1;1;1;
415944;51262335000119;CLÍNICA SÃO GABRIEL S/S LTDA;Medicina de Grupo;SP;1;2025;22787.51;1;1;1;
416410;97403778000183;SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;Odontologia de Grupo;MG;1;2025;5965.44;1;1;1;
417211;11177786000133;ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO;Autogestão;MG;1;2025;16861481.50;1;1;1;
417424;11158465000191;AFFIX ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios;SP;1;2025;0;1;0;1;valor_nao_positivo
417491;11565995000154;PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA;Medicina de Grupo;SP;1;2025;731480.22;1;1;1;
417599;92741016000173;ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL;Filantropia;RS;1;2025;24834735.25;1;1;1;
417947;10935483000170;ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO;Medicina de Grupo;SP;1;2025;34067075.40;1;1;1;
416738;08708980000193;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;Medicina de Grupo;SP;1;2025;24223149.10;1;1;1;
